X,Y,TAM1,TAM2,TAM3,TAM4,TAM5,COLOR
10,17,42,39,76,92,64,1
92,76,11,14,68,4,52,1
55,99,64,43,48,67,26,1
62,89,43,9,68,38,52,1
82,63,77,3,58,41,53,0
66,17,33,66,55,99,36,0
62,84,20,84,5,22,62,0
27,85,26,5,49,22,84,1
92,13,74,46,99,47,91,1
26,72,92,67,46,0,46,0
6,57,71,74,79,0,20,1
50,92,82,5,37,56,88,1
64,53,65,95,13,55,49,0
11,48,0,47,51,44,73,1
24,13,84,13,92,98,33,1
32,68,92,38,58,49,81,0
71,80,96,52,61,83,48,0
26,86,18,69,57,82,79,1
37,50,55,15,57,74,29,0
14,1,60,1,6,85,18,1
48,21,31,88,88,24,15,0
46,15,61,91,28,93,41,1
42,15,90,59,70,60,13,1
68,87,90,48,70,62,16,1
18,89,42,7,95,18,27,1
40,79,37,38,2,95,21,0
36,99,9,92,4,53,39,1
14,62,2,18,91,51,68,1
19,10,54,23,80,62,15,1
85,19,46,91,6,67,27,1
39,29,34,94,55,70,27,0
35,3,94,55,9,97,16,1
23,85,63,98,93,1,71,1
50,64,2,37,10,87,95,0
65,68,58,15,91,39,53,0
47,14,20,11,85,8,54,1
30,15,15,13,97,52,43,1
35,76,59,97,59,84,57,0
21,60,14,5,5,23,12,0
36,93,84,50,15,64,90,1
73,95,72,55,57,35,54,1
97,66,74,8,97,76,19,1
96,35,77,97,43,53,76,1
5,2,95,99,13,75,3,1
3,41,0,51,98,91,73,1
14,83,34,43,48,83,39,1
99,68,13,15,23,15,36,1
50,1,89,43,63,58,4,1
89,37,93,0,25,99,61,1
11,3,76,44,87,50,53,1
81,99,98,45,59,50,77,1
2,95,16,3,46,72,18,1
55,98,11,55,19,53,52,1
35,99,7,21,79,53,40,1
30,18,67,71,78,83,10,0
92,31,29,37,21,25,98,1
77,56,99,98,55,32,32,0
34,4,43,68,85,19,46,1
56,49,52,44,23,81,27,0
85,85,48,33,74,14,32,1
83,89,99,84,95,99,57,1
78,15,65,82,3,84,25,1
99,46,35,2,48,18,41,1
87,8,18,14,29,85,52,1
40,83,49,31,18,24,93,0
37,66,26,65,53,55,88,0
98,61,14,19,51,25,84,1
22,60,15,49,44,76,26,0
76,83,55,62,55,86,2,0
11,9,63,91,20,13,4,1
67,2,64,26,95,41,68,1
65,44,77,0,66,77,24,0
84,32,7,3,0,47,66,0
70,92,22,29,1,5,69,1
54,55,91,69,3,69,54,0
74,86,5,16,69,66,64,1
98,56,12,29,90,72,21,1
96,29,81,91,55,74,62,1
9,94,58,24,66,64,60,1
55,72,85,86,99,91,47,0
35,32,76,86,33,45,19,0
8,11,92,41,84,27,86,1
2,32,25,10,72,16,23,1
6,32,91,24,45,92,68,1
55,23,45,46,46,75,14,0
88,24,34,52,30,86,63,1
71,51,83,86,1,84,78,0
74,91,24,72,20,66,2,1
45,84,4,33,71,23,40,0
49,90,8,45,23,95,9,1
87,85,40,21,75,6,86,1
28,97,76,91,38,91,23,1
58,60,81,14,37,1,80,0
32,26,9,86,33,56,59,0
15,62,79,73,98,52,77,1
2,15,0,92,49,6,4,1
28,94,66,63,90,96,10,1
34,46,44,0,66,60,41,0
57,2,75,83,16,78,32,1
83,62,67,13,19,96,83,0
64,73,18,37,57,31,42,0
1,6,14,93,50,96,52,1
84,22,42,78,11,18,54,0
96,99,29,26,57,66,41,1
83,40,28,4,37,90,24,0
11,39,19,79,88,29,43,1
91,68,51,29,50,79,18,1
93,99,51,47,77,19,6,1
56,29,93,37,30,66,74,0
18,7,81,9,31,13,60,1
18,22,19,63,49,18,1,0
5,35,7,92,99,85,67,1
31,7,16,2,65,32,40,1
11,15,76,4,74,2,46,1
2,24,20,90,70,11,33,1
11,93,28,23,79,33,35,1
10,82,36,48,74,64,11,1
31,55,13,74,33,12,49,0
18,15,88,85,15,73,82,1
71,0,72,82,45,84,53,1
42,0,97,33,70,5,89,1
31,35,49,3,7,47,25,0
81,14,99,31,74,47,27,1
2,23,85,86,17,15,5,1
47,69,92,92,37,92,72,0
47,5,35,46,0,96,83,1
52,68,77,96,10,67,75,0
16,83,94,62,80,49,38,0
42,62,28,70,41,9,58,0
48,50,70,10,15,60,12,0
93,58,23,23,18,74,27,1
14,81,92,33,81,15,71,1
44,24,15,30,49,78,15,0
67,38,74,20,25,47,36,0
43,38,98,8,58,56,50,0
51,84,18,50,12,8,82,0
3,69,10,53,55,21,42,1
26,50,89,85,84,46,42,0
74,59,25,53,22,42,75,0
59,16,63,47,4,19,25,0
16,63,2,72,38,78,46,0
63,19,47,56,97,39,32,0
23,41,91,40,10,74,65,0
26,76,58,58,64,59,77,0
69,98,20,19,56,69,97,1
67,89,90,41,64,41,53,1
66,50,34,18,54,67,10,0
0,72,15,50,85,71,63,1
61,97,51,87,48,51,21,1
71,65,85,6,9,92,72,0
71,77,50,65,36,21,58,0
93,1,81,15,29,0,97,1
32,2,95,26,26,84,81,1
87,46,93,83,60,42,65,1
61,37,12,77,99,7,77,0
82,43,19,91,63,49,91,0
52,31,40,41,76,68,62,0
90,94,33,45,13,37,14,1
66,61,95,77,62,47,5,0
77,11,73,9,22,7,75,1
42,29,53,16,75,99,3,0
91,62,41,43,11,76,81,1
66,65,71,58,1,67,29,0
30,23,57,62,72,19,87,0
48,55,66,0,94,73,43,0
89,66,39,74,98,29,72,1
82,85,74,85,82,58,17,1
12,36,16,4,69,30,47,1
38,52,48,62,63,50,41,0
94,17,65,85,33,3,30,1
44,5,52,48,45,40,0,1
18,45,77,48,96,27,69,0
43,76,9,63,87,86,23,0
74,15,53,60,12,60,33,1
29,10,84,75,58,38,61,1
5,3,1,11,15,54,31,1
77,64,42,36,33,11,27,0
49,10,82,66,24,11,67,1
17,22,37,54,23,79,42,0
94,87,52,35,84,50,34,1
55,27,71,70,51,33,14,0
39,94,20,46,5,67,21,1
75,64,3,71,73,95,56,0
35,27,84,83,34,45,86,0
86,8,76,98,81,4,36,1
46,59,38,71,84,50,18,0
74,18,41,70,37,82,17,0
66,88,0,49,53,37,70,1
25,30,98,60,68,67,58,0
26,39,56,90,56,3,93,0
30,75,84,58,37,61,92,0
97,31,38,18,49,65,60,1
63,90,17,31,33,68,23,1
27,8,81,56,11,19,84,1
5,72,33,30,96,97,88,1
99,36,70,12,93,42,92,1
57,25,18,18,51,40,62,0
15,5,84,18,5,28,49,1
60,71,19,95,35,21,37,0
5,60,63,22,99,61,93,1
74,97,9,47,23,40,49,1
43,99,5,62,92,85,3,1
53,6,66,82,66,69,16,1
43,90,51,84,75,29,43,1
14,40,93,2,41,19,56,1
83,89,37,12,70,93,90,1
87,41,99,95,40,85,53,1
42,36,66,19,42,88,99,0
99,82,29,97,52,12,14,1
71,52,13,44,68,19,38,0
67,5,53,95,65,30,64,1
9,54,73,76,13,23,87,1
1,75,47,12,99,14,55,1
76,84,32,20,94,40,24,0
31,66,85,95,81,16,41,0
64,79,47,72,96,30,98,0
71,49,51,66,79,28,86,0
28,92,71,67,75,24,43,1
0,66,53,32,27,21,22,1
70,83,77,25,53,47,80,0
89,60,78,51,15,43,84,1
29,45,59,93,19,81,70,0
97,45,49,87,86,14,64,1
96,42,92,2,9,62,25,1
74,53,37,8,72,97,58,0
42,85,29,94,99,51,30,1
83,1,90,93,29,52,48,1
80,69,69,31,81,7,94,0
23,88,18,64,98,9,91,1
3,33,90,65,41,46,27,1
59,49,88,89,99,54,29,0
24,88,63,33,29,0,56,1
29,0,83,0,98,96,94,1
14,61,46,58,91,30,17,1
86,72,75,62,20,10,25,1
28,47,33,73,85,2,93,0
39,62,28,64,85,21,83,0
58,87,28,29,93,96,81,1
37,86,89,2,72,31,24,1
17,17,89,60,22,39,41,0
35,64,69,93,33,55,69,0
40,50,97,6,18,85,47,0
63,78,31,15,92,34,96,0
54,66,75,22,57,20,2,0
25,7,81,58,66,36,85,1
43,25,43,72,26,91,7,0
21,57,92,4,59,50,95,0
5,41,9,75,71,35,87,1
36,61,94,69,20,51,0,0
3,61,72,16,29,23,22,1
25,44,62,46,50,76,0,0
20,55,35,8,97,10,60,0
72,17,48,4,15,16,53,0
1,36,64,55,98,22,93,1
50,74,53,65,11,34,72,0
0,14,10,85,25,24,20,1
19,61,29,91,77,83,53,0
33,15,14,30,23,97,65,1
82,59,8,91,2,19,33,0
6,36,69,86,69,16,72,1
14,95,92,12,43,61,76,1
33,48,33,7,32,5,34,0
32,75,51,70,97,34,42,0
40,38,61,90,13,22,13,0
60,35,73,98,0,29,4,0
80,17,82,90,34,51,50,0
65,1,97,6,52,28,93,1
17,75,9,60,58,88,35,0
79,45,74,64,91,5,50,0
98,75,45,60,21,86,57,1
14,51,88,36,41,62,8,1
77,55,32,75,19,37,7,0
91,59,12,37,71,99,77,1
61,32,48,26,96,24,68,0
10,28,43,21,0,65,5,1
12,3,42,22,49,99,20,1
37,81,46,88,45,23,19,0
72,24,74,46,22,57,84,0
19,55,77,64,72,6,4,0
51,48,99,22,67,57,9,0
58,38,84,82,80,76,45,0
21,81,67,85,22,50,42,0
78,2,86,73,31,60,30,1
47,29,89,6,75,5,11,0
89,70,45,90,80,53,98,1
48,32,22,13,80,7,25,0
50,23,67,53,81,14,42,0
71,53,97,97,27,62,60,0
51,13,64,47,53,35,37,1
2,23,21,17,46,91,98,1
49,81,4,97,95,96,55,0
86,10,64,44,60,42,70,1
8,22,95,8,58,97,86,1
38,74,41,95,30,80,87,0
76,71,44,47,3,85,71,0
74,51,10,35,56,85,0,0
12,53,91,92,40,40,63,1
53,85,34,82,75,60,69,1
99,94,83,17,81,30,47,1
36,25,7,24,54,13,71,0
74,82,72,73,33,81,90,0
75,39,89,64,33,90,80,0
19,1,20,38,87,16,21,1
3,6,63,81,87,69,94,1
80,4,21,66,56,83,89,1
19,83,79,98,39,13,12,0
98,99,10,40,75,9,89,1
57,10,94,69,68,7,67,1
99,91,41,97,73,75,28,1
28,48,55,43,22,72,75,0
64,77,0,46,11,71,88,0
12,60,93,48,19,66,52,1
47,75,55,78,48,18,32,0
58,69,54,20,21,44,32,0
39,42,12,0,23,35,49,0
15,12,29,75,84,19,76,1
37,99,54,43,4,46,54,1
57,90,3,3,44,33,49,1
35,9,99,92,6,93,62,1
93,81,61,65,68,17,64,1
77,61,77,79,64,1,11,0
31,52,50,5,6,13,61,0
14,75,71,90,50,26,31,1
29,55,15,57,44,70,38,0
94,33,66,91,67,7,43,1
47,16,92,46,90,78,32,0
64,21,54,83,23,76,29,0
81,91,33,18,88,6,81,1
69,13,43,53,45,33,85,1
54,44,64,2,72,90,18,0
73,90,50,46,67,80,47,1
62,45,44,24,93,83,74,0
68,99,79,56,55,31,85,1
22,3,48,72,44,91,93,1
29,50,0,33,65,64,90,0
42,57,90,33,41,61,63,0
49,86,36,61,98,38,85,1
67,64,77,48,63,43,69,0
26,15,60,50,7,95,58,1
32,73,24,16,32,58,25,0
82,76,52,68,87,18,17,0
71,10,76,90,80,69,98,1
75,60,29,49,91,2,53,0
83,75,98,46,75,35,60,0
80,95,4,47,4,13,43,1
28,91,88,67,94,61,25,1
28,11,25,33,15,60,66,1
0,97,32,14,86,29,1,1
17,45,76,91,3,15,37,0
70,48,11,27,32,44,44,0
25,33,53,38,76,86,12,0
93,77,26,73,96,19,42,1
68,38,97,76,15,80,27,0
25,54,41,28,49,73,7,0
99,47,84,34,23,59,44,1
35,62,58,99,49,97,41,0
58,14,78,5,13,24,26,1
32,53,35,14,54,85,45,0
92,94,0,54,96,49,73,1
75,42,4,97,24,5,22,0
74,88,40,86,60,32,88,1
25,78,80,53,48,76,38,0
38,71,2,33,23,59,8,0
60,13,62,16,62,34,45,1
86,47,5,64,0,32,46,1
1,47,33,91,47,80,99,1
16,81,88,10,92,47,55,0
69,16,86,49,17,37,21,0
79,76,48,97,10,26,47,0
59,4,68,55,26,21,24,1
59,85,20,42,9,58,42,1
0,94,11,80,17,10,98,1
14,93,65,73,88,29,45,1
53,24,46,65,78,24,29,0
78,4,70,43,54,13,56,1
43,16,40,83,40,5,48,0
22,5,24,5,25,2,33,1
12,91,2,93,31,10,82,1
89,85,12,47,2,24,43,1
50,42,0,53,9,62,86,0
19,68,67,29,59,83,26,0
34,44,68,92,37,13,54,0
98,88,57,2,42,73,21,1
76,40,56,32,73,54,0,0
69,31,18,63,9,7,91,0
2,89,28,6,66,59,97,1
80,95,55,91,99,0,29,1
36,35,3,0,89,47,98,0
72,62,13,96,26,35,84,0
34,74,91,39,42,54,4,0
1,28,28,52,22,91,62,1
63,38,57,78,87,2,98,0
3,93,19,5,99,99,82,1
38,68,7,84,65,82,9,0
6,93,90,77,53,97,22,1
37,16,41,82,73,48,11,0
50,32,77,84,4,89,27,0
71,53,66,22,6,79,65,0
99,12,18,44,73,93,72,1
94,71,4,44,30,89,37,1
26,68,73,16,84,53,8,0
74,27,59,68,14,55,28,0
25,25,49,16,87,94,67,0
56,11,75,20,82,39,0,1
6,55,61,35,33,89,51,1
51,19,50,74,75,67,61,0
85,75,81,28,94,62,38,1
52,20,89,55,28,77,48,0
49,47,40,13,28,80,22,0
14,64,80,50,23,73,14,1
10,53,10,5,70,5,96,1
50,89,66,96,73,69,20,1
63,6,70,49,11,86,30,1
69,45,86,93,29,27,91,0
42,53,2,94,20,81,36,0
63,45,47,2,31,66,33,0
64,39,56,91,17,53,7,0
90,75,57,36,45,0,47,1
98,73,29,12,19,8,46,1
46,76,11,43,13,22,27,0
97,19,44,56,24,41,51,1
64,62,10,34,79,71,82,0
66,60,81,30,97,88,17,0
67,81,99,49,73,75,69,0
0,14,5,77,49,58,42,1
60,87,33,59,58,11,16,1
64,86,67,43,44,44,46,1
86,53,10,47,10,91,32,1
49,36,82,65,1,88,65,0
58,10,58,57,13,25,54,1
78,57,81,52,55,94,52,0
87,96,71,61,70,48,71,1
23,58,20,32,37,3,36,0
35,82,69,1,90,92,9,0
96,91,71,21,3,82,57,1
30,73,42,19,51,1,12,0
2,89,92,93,49,68,52,1
19,2,4,80,77,5,72,1
1,65,10,90,4,42,29,1
11,6,21,88,92,46,65,1
62,79,90,73,14,88,72,0
41,2,3,23,29,25,40,1
53,92,99,90,47,70,98,1
96,19,39,67,83,74,56,1
46,85,8,90,8,73,8,1
42,49,45,6,75,45,40,0
58,55,32,71,25,56,68,0
30,8,23,22,45,12,87,1
38,48,9,21,79,32,64,0
30,49,14,37,18,1,70,0
34,52,30,33,52,2,26,0
4,17,68,33,94,86,2,1
71,45,4,49,5,53,85,0
79,12,59,10,22,48,96,1
87,59,71,58,71,60,83,1
2,92,9,22,23,90,12,1
38,43,29,73,94,45,89,0
15,57,58,79,17,46,32,1
21,63,13,79,84,30,42,0
20,90,40,12,4,93,44,1
58,58,98,98,8,9,0,0
22,57,28,43,0,10,28,0
52,78,18,32,61,19,31,0
13,2,32,84,58,78,50,1
87,37,93,54,79,73,84,1
25,36,5,46,52,43,10,0
93,17,49,6,85,9,85,1
45,36,41,67,97,52,21,0
95,92,8,81,30,96,17,1
25,9,86,77,86,79,2,1
64,74,7,2,2,77,6,0
13,1,74,87,61,81,59,1
77,20,67,56,38,70,49,0
82,63,61,18,58,75,31,0
67,54,99,74,60,86,90,0
65,31,78,43,71,27,26,0
30,5,37,44,60,52,50,1
62,34,36,75,77,10,38,0
77,5,37,68,39,83,42,1
63,73,74,50,9,67,94,0
67,71,33,32,46,47,63,0
34,40,64,61,6,52,65,0
62,80,68,95,48,81,76,0
32,9,78,70,19,99,5,1
8,78,44,14,53,75,31,1
44,41,39,20,44,50,43,0
0,14,43,80,31,6,39,1
94,20,30,84,34,81,97,1
82,73,22,17,38,39,71,0
9,21,7,32,5,76,11,1
43,71,82,59,95,31,78,0
21,78,37,65,33,35,16,0
26,54,47,20,8,16,54,0
24,82,81,91,85,64,1,0
97,28,61,56,64,32,71,1
39,18,80,40,89,19,39,0
92,63,31,18,63,53,63,1
20,78,82,52,65,23,10,0
41,18,36,98,38,9,52,0
81,44,9,43,46,83,70,0
39,41,80,56,7,24,45,0
9,63,63,89,27,38,29,1
21,28,91,52,19,38,53,0
7,48,23,43,72,71,62,1
33,56,75,84,24,32,60,0
96,77,10,68,74,41,71,1
65,16,5,1,59,67,42,0
35,15,65,56,54,1,73,1
50,4,5,88,67,55,18,1
15,64,35,6,39,42,55,1
57,57,59,31,34,17,25,0
86,10,63,76,85,28,78,1
91,41,68,8,95,82,23,1
7,7,33,44,1,41,70,1
90,3,61,88,87,4,31,1
36,21,93,9,54,35,96,0
79,34,58,79,63,53,53,0
15,34,65,47,30,49,51,1
60,39,13,46,28,65,87,0
9,9,75,75,60,18,50,1
1,71,0,36,6,14,57,1
16,83,11,41,38,50,65,0
79,57,37,61,48,34,97,0
53,11,69,86,7,40,0,1
15,38,60,93,9,31,80,1
22,33,25,83,99,55,14,0
77,22,23,94,79,71,34,0
72,27,93,43,93,86,92,0
53,47,76,82,4,32,76,0
22,27,96,45,60,70,56,0
18,41,46,12,69,61,41,0
94,23,10,74,95,7,52,1
79,42,91,80,46,73,24,0
15,77,55,73,87,27,69,1
74,72,4,89,48,50,35,0
1,39,62,27,3,85,17,1
76,7,43,9,28,4,55,1
4,8,4,58,8,51,0,1
69,79,66,85,39,6,99,0
2,79,55,95,79,80,83,1
39,67,60,27,82,72,90,0
30,38,67,22,87,21,54,0
28,16,63,30,73,77,4,0
54,81,49,45,9,21,81,0
42,55,37,20,50,6,82,0
98,32,46,45,50,57,49,1
95,16,19,53,1,20,12,1
53,76,0,35,66,51,93,0
29,28,14,12,47,68,10,0
66,83,39,85,84,99,65,0
27,41,15,41,69,38,91,0
38,29,15,86,71,80,42,0
69,18,53,9,94,38,68,0
68,65,32,37,71,35,45,0
6,17,73,98,60,20,32,1
63,79,98,85,9,55,95,0
87,5,43,7,19,89,88,1
62,56,99,89,27,97,86,0
61,61,3,84,13,4,92,0
79,67,99,59,0,33,6,0
71,97,73,97,94,22,90,1
76,69,98,56,36,89,81,0
68,64,95,28,10,57,46,0
40,14,61,27,3,52,99,1
57,56,8,33,96,38,16,0
75,27,31,36,69,4,9,0
38,28,11,99,60,34,13,0
29,94,59,72,19,97,92,1
17,39,56,38,97,7,65,0
57,89,87,69,83,82,17,1
77,43,59,83,17,0,51,0
33,90,48,15,45,81,76,1
9,10,54,55,14,53,80,1
11,55,86,12,49,23,24,1
98,8,74,73,50,95,5,1
41,83,56,49,17,54,16,0
56,24,78,85,41,38,6,0
72,25,46,43,18,11,93,0
83,57,85,2,98,79,12,0
97,31,1,95,8,41,84,1
6,95,91,66,21,60,20,1
17,33,71,76,60,82,6,0
60,57,9,18,48,53,59,0
33,57,9,92,18,7,30,0
64,89,47,38,19,0,38,1
3,47,47,66,12,77,58,1
55,41,81,43,50,85,99,0
81,48,4,42,77,63,45,0
44,72,78,84,97,19,74,0
80,28,19,81,51,39,80,0
67,56,99,67,96,52,30,0
5,94,17,87,59,97,92,1
14,14,56,32,82,97,68,1
13,14,1,12,21,17,53,1
26,25,8,21,1,99,55,0
32,11,9,14,11,22,14,1
98,0,9,35,94,46,30,1
50,16,89,4,20,29,64,0
32,52,12,38,33,1,21,0
21,27,35,92,22,77,7,0
85,20,80,77,73,32,12,1
86,84,83,32,27,39,49,1
22,95,17,13,73,14,52,1
38,32,64,59,61,26,38,0
41,7,95,49,89,69,24,1
10,54,13,33,34,53,58,1
48,63,99,33,49,56,79,0
28,21,16,46,74,23,26,0
64,63,7,83,1,76,40,0
13,55,50,23,62,51,5,1
58,88,29,91,36,56,66,1
80,40,69,64,90,97,43,0
57,53,79,32,41,98,10,0
98,61,27,96,28,84,21,1
7,14,88,45,3,26,50,1
50,7,82,19,34,0,32,1
21,15,24,93,93,46,46,1
15,18,35,43,59,98,15,1
87,9,84,83,71,44,92,1
21,88,25,71,27,87,16,1
53,43,85,2,23,8,6,0
61,43,1,99,82,28,64,0
38,25,3,79,93,95,87,0
74,12,15,85,63,83,51,1
98,3,24,33,27,79,58,1
65,70,71,48,18,92,29,0
90,47,12,77,76,73,65,1
24,45,5,53,98,51,86,0
45,20,78,33,87,8,0,0
47,49,6,63,2,26,50,0
35,65,26,94,8,18,12,0
52,99,84,95,12,77,11,1
70,65,56,21,12,76,14,0
14,6,81,84,37,90,82,1
19,93,17,22,25,8,12,1
35,26,35,32,45,34,49,0
18,84,30,23,6,99,98,0
77,90,39,72,68,1,51,1
4,44,36,98,37,98,19,1
78,80,50,63,29,0,1,0
24,83,87,90,60,3,65,0
96,23,63,16,48,6,4,1
